unique.id,time.sampled,elapsed.time.hrs
stn2-d0-xyl-1-t2,4/10/13 20:05,286.75
stn2-d0-xyl-1-t3,4/19/13 21:16,503.9333333
stn2-d0-xyl-2-t0,3/29/13 21:20,0
stn2-d0-xyl-2-t1,4/3/13 19:46,118.4333333
stn2-d0-xyl-2-t2,4/10/13 20:05,286.75
stn2-d0-xyl-2-t3,4/19/13 21:16,503.9333333
stn2-d0-xyl-3-t0,3/29/13 21:20,0
stn2-d0-xyl-3-t1,4/3/13 19:46,118.4333333
stn2-d0-xyl-3-t2,4/10/13 20:05,286.75
stn2-d0-xyl-3-t3,4/19/13 21:16,503.9333333
stn2-d0-xyl-x-t0,3/29/13 21:20,0
stn2-d0-xyl-x-t1,4/3/13 19:46,118.4333333
stn2-d0-xyl-x-t2,4/10/13 20:05,286.75
stn2-d0-xyl-x-t3,4/19/13 21:16,503.9333333
stn2-d1-fuc-1-t0,3/29/13 17:20,0
stn2-d1-fuc-1-t1,4/3/13 19:28,122.1333333
stn2-d1-fuc-1-t2,4/10/13 19:47,290.45
stn2-d1-fuc-1-t3,4/19/13 18:37,505.2833333
stn2-d1-fuc-2-t0,3/29/13 17:20,0
stn2-d1-fuc-2-t1,4/3/13 19:28,122.1333333
stn2-d1-fuc-2-t2,4/10/13 19:47,290.45
stn2-d1-fuc-2-t3,4/19/13 18:37,505.2833333
stn2-d1-fuc-3-t0,3/29/13 17:20,0
stn2-d1-fuc-3-t1,4/3/13 19:28,122.1333333
stn2-d1-fuc-3-t2,4/10/13 19:47,290.45
stn2-d1-fuc-3-t3,4/19/13 18:37,505.2833333
stn2-d1-fuc-x-t0,3/29/13 17:20,0
stn2-d1-fuc-x-t1,4/3/13 19:28,122.1333333
stn2-d1-fuc-x-t2,4/10/13 19:47,290.45
stn2-d1-fuc-x-t3,4/19/13 18:37,505.2833333
stn2-d1-ara-1-t0,3/29/13 17:20,0
stn2-d1-ara-1-t1,4/3/13 19:28,122.1333333
stn2-d1-ara-1-t2,4/10/13 19:47,290.45
stn2-d1-ara-1-t3,4/19/13 18:37,505.2833333
stn2-d1-ara-2-t0,3/29/13 17:20,0
stn2-d1-ara-2-t1,4/3/13 19:28,122.1333333
stn2-d1-ara-2-t2,4/10/13 19:47,290.45
stn2-d1-ara-2-t3,4/19/13 18:37,505.2833333
stn2-d1-ara-3-t0,3/29/13 17:20,0
stn2-d1-ara-3-t1,4/3/13 19:28,122.1333333
stn2-d1-ara-3-t2,4/10/13 19:47,290.45
stn2-d1-ara-3-t3,4/19/13 18:37,505.2833333
stn2-d1-ara-x-t0,3/29/13 17:20,0
stn2-d1-ara-x-t1,4/3/13 19:28,122.1333333
stn2-d1-ara-x-t2,4/10/13 19:47,290.45
stn2-d1-ara-x-t3,4/19/13 18:37,505.2833333
stn2-d1-chon-1-t0,3/29/13 17:20,0
stn2-d1-chon-1-t1,4/3/13 19:28,122.1333333
stn2-d1-chon-1-t2,4/10/13 19:47,290.45
stn2-d1-chon-1-t3,4/19/13 18:37,505.2833333
stn2-d1-chon-2-t0,3/29/13 17:20,0
stn2-d1-chon-2-t1,4/3/13 19:28,122.1333333
stn2-d1-chon-2-t2,4/10/13 19:47,290.45
stn2-d1-chon-2-t3,4/19/13 18:37,505.2833333
stn2-d1-chon-3-t0,3/29/13 17:20,0
stn2-d1-chon-3-t1,4/3/13 19:28,122.1333333
stn2-d1-chon-3-t2,4/10/13 19:47,290.45
stn2-d1-chon-3-t3,4/19/13 18:37,505.2833333
stn2-d1-chon-x-t0,3/29/13 17:20,0
stn2-d1-chon-x-t1,4/3/13 19:28,122.1333333
stn2-d1-chon-x-t2,4/10/13 19:47,290.45
stn2-d1-chon-x-t3,4/19/13 18:37,505.2833333
stn2-d1-lam-1-t0,3/29/13 17:20,0
stn2-d1-lam-1-t1,4/3/13 19:28,122.1333333
stn2-d1-lam-1-t2,4/10/13 19:47,290.45
stn2-d1-lam-1-t3,4/19/13 18:37,505.2833333
stn2-d1-lam-2-t0,3/29/13 17:20,0
stn2-d1-lam-2-t1,4/3/13 19:28,122.1333333
stn2-d1-lam-2-t2,4/10/13 19:47,290.45
stn2-d1-lam-2-t3,4/19/13 18:37,505.2833333
stn2-d1-lam-3-t0,3/29/13 17:20,0
stn2-d1-lam-3-t1,4/3/13 19:28,122.1333333
stn2-d1-lam-3-t2,4/10/13 19:47,290.45
stn2-d1-lam-3-t3,4/19/13 18:37,505.2833333
stn2-d1-lam-x-t0,3/29/13 17:20,0
stn2-d1-lam-x-t1,4/3/13 19:28,122.1333333
stn2-d1-lam-x-t2,4/10/13 19:47,290.45
stn2-d1-lam-x-t3,4/19/13 18:37,505.2833333
stn2-d1-pul-1-t0,3/29/13 17:20,0
stn2-d1-pul-1-t1,4/3/13 19:28,122.1333333
stn2-d1-pul-1-t2,4/10/13 19:47,290.45
stn2-d1-pul-1-t3,4/19/13 18:37,505.2833333
stn2-d1-pul-2-t0,3/29/13 17:20,0
stn2-d1-pul-2-t1,4/3/13 19:28,122.1333333
stn2-d1-pul-2-t2,4/10/13 19:47,290.45
stn2-d1-pul-2-t3,4/19/13 18:37,505.2833333
stn2-d1-pul-3-t0,3/29/13 17:20,0
stn2-d1-pul-3-t1,4/3/13 19:28,122.1333333
stn2-d1-pul-3-t2,4/10/13 19:47,290.45
stn2-d1-pul-3-t3,4/19/13 18:37,505.2833333
stn2-d1-pul-x-t0,3/29/13 17:20,0
stn2-d1-pul-x-t1,4/3/13 19:28,122.1333333
stn2-d1-pul-x-t2,4/10/13 19:47,290.45
stn2-d1-pul-x-t3,4/19/13 18:37,505.2833333
stn2-d1-xyl-1-t0,3/29/13 17:20,0
stn2-d1-xyl-1-t1,4/3/13 19:28,122.1333333
stn2-d1-xyl-1-t2,4/10/13 19:47,290.45
stn2-d1-xyl-1-t3,4/19/13 18:37,505.2833333
stn2-d1-xyl-2-t0,3/29/13 17:20,0
stn2-d1-xyl-2-t1,4/3/13 19:28,122.1333333
stn2-d1-xyl-2-t2,4/10/13 19:47,290.45
stn2-d1-xyl-2-t3,4/19/13 18:37,505.2833333
stn2-d1-xyl-3-t0,3/29/13 17:20,0
stn2-d1-xyl-3-t1,4/3/13 19:28,122.1333333
stn2-d1-xyl-3-t2,4/10/13 19:47,290.45
stn2-d1-xyl-3-t3,4/19/13 18:37,505.2833333
stn2-d1-xyl-x-t0,3/29/13 17:20,0
stn2-d1-xyl-x-t1,4/3/13 19:28,122.1333333
stn2-d1-xyl-x-t2,4/10/13 19:47,290.45
stn2-d1-xyl-x-t3,4/19/13 18:37,505.2833333
stn2-d2-fuc-1-t0,3/28/13 14:13,0
stn2-d2-fuc-1-t1,4/2/13 14:13,120
stn2-d2-fuc-1-t2,4/9/13 15:25,289.2
stn2-d2-fuc-1-t3,4/18/13 14:45,504.5333333
stn2-d2-fuc-2-t0,3/28/13 14:13,0
stn2-d2-fuc-2-t1,4/2/13 14:13,120
stn2-d2-fuc-2-t2,4/9/13 15:25,289.2
stn2-d2-fuc-2-t3,4/18/13 14:45,504.5333333
stn2-d2-fuc-3-t0,3/28/13 14:13,0
stn2-d2-fuc-3-t1,4/2/13 14:13,120
stn2-d2-fuc-3-t2,4/9/13 15:25,289.2
stn2-d2-fuc-3-t3,4/18/13 14:45,504.5333333
stn2-d2-fuc-x-t0,3/28/13 14:13,0
stn2-d2-fuc-x-t1,4/2/13 14:13,120
stn2-d2-fuc-x-t2,4/9/13 15:25,289.2
stn2-d2-fuc-x-t3,4/18/13 14:45,504.5333333
stn2-d2-ara-1-t0,3/28/13 14:13,0
stn2-d2-ara-1-t1,4/2/13 14:13,120
stn2-d2-ara-1-t2,4/9/13 15:25,289.2
stn2-d2-ara-1-t3,4/18/13 14:45,504.5333333
stn2-d2-ara-2-t0,3/28/13 14:13,0
stn2-d2-ara-2-t1,4/2/13 14:13,120
stn2-d2-ara-2-t2,4/9/13 15:25,289.2
stn2-d2-ara-2-t3,4/18/13 14:45,504.5333333
stn2-d2-ara-3-t0,3/28/13 14:13,0
stn2-d2-ara-3-t1,4/2/13 14:13,120
stn2-d2-ara-3-t2,4/9/13 15:25,289.2
stn2-d2-ara-3-t3,4/18/13 14:45,504.5333333
stn2-d2-ara-x-t0,3/28/13 14:13,0
stn2-d2-ara-x-t1,4/2/13 14:13,120
stn2-d2-ara-x-t2,4/9/13 15:25,289.2
stn2-d2-ara-x-t3,4/18/13 14:45,504.5333333
stn2-d2-chon-1-t0,3/28/13 14:13,0
stn2-d2-chon-1-t1,4/2/13 14:13,120
stn2-d2-chon-1-t2,4/9/13 15:25,289.2
stn2-d2-chon-1-t3,4/18/13 14:45,504.5333333
stn2-d2-chon-2-t0,3/28/13 14:13,0
stn2-d2-chon-2-t1,4/2/13 14:13,120
stn2-d2-chon-2-t2,4/9/13 15:25,289.2
stn2-d2-chon-2-t3,4/18/13 14:45,504.5333333
stn2-d2-chon-3-t0,3/28/13 14:13,0
stn2-d2-chon-3-t1,4/2/13 14:13,120
stn2-d2-chon-3-t2,4/9/13 15:25,289.2
stn2-d2-chon-3-t3,4/18/13 14:45,504.5333333
stn2-d2-chon-x-t0,3/28/13 14:13,0
stn2-d2-chon-x-t1,4/2/13 14:13,120
stn2-d2-chon-x-t2,4/9/13 15:25,289.2
stn2-d2-chon-x-t3,4/18/13 14:45,504.5333333
stn2-d2-lam-1-t0,3/28/13 14:13,0
stn2-d2-lam-1-t1,4/2/13 14:13,120
stn2-d2-lam-1-t2,4/9/13 15:25,289.2
stn2-d2-lam-1-t3,4/18/13 14:45,504.5333333
stn2-d2-lam-2-t0,3/28/13 14:13,0
stn2-d2-lam-2-t1,4/2/13 14:13,120
stn2-d2-lam-2-t2,4/9/13 15:25,289.2
stn2-d2-lam-2-t3,4/18/13 14:45,504.5333333
stn2-d2-lam-3-t0,3/28/13 14:13,0
stn2-d2-lam-3-t1,4/2/13 14:13,120
stn2-d2-lam-3-t2,4/9/13 15:25,289.2
stn2-d2-lam-3-t3,4/18/13 14:45,504.5333333
stn2-d2-lam-x-t0,3/28/13 14:13,0
stn2-d2-lam-x-t1,4/2/13 14:13,120
stn2-d2-lam-x-t2,4/9/13 15:25,289.2
stn2-d2-lam-x-t3,4/18/13 14:45,504.5333333
stn2-d2-pul-1-t0,3/28/13 14:13,0
stn2-d2-pul-1-t1,4/2/13 14:13,120
stn2-d2-pul-1-t2,4/9/13 15:25,289.2
stn2-d2-pul-1-t3,4/18/13 14:45,504.5333333
stn2-d2-pul-2-t0,3/28/13 14:13,0
stn2-d2-pul-2-t1,4/2/13 14:13,120
stn2-d2-pul-2-t2,4/9/13 15:25,289.2
stn2-d2-pul-2-t3,4/18/13 14:45,504.5333333
stn2-d2-pul-3-t0,3/28/13 14:13,0
stn2-d2-pul-3-t1,4/2/13 14:13,120
stn2-d2-pul-3-t2,4/9/13 15:25,289.2
stn2-d2-pul-3-t3,4/18/13 14:45,504.5333333
stn2-d2-pul-x-t0,3/28/13 14:13,0
stn2-d2-pul-x-t1,4/2/13 14:13,120
stn2-d2-pul-x-t2,4/9/13 15:25,289.2
stn2-d2-pul-x-t3,4/18/13 14:45,504.5333333
stn2-d2-xyl-1-t0,3/28/13 14:13,0
stn2-d2-xyl-1-t1,4/2/13 14:13,120
stn2-d2-xyl-1-t2,4/9/13 15:25,289.2
stn2-d2-xyl-1-t3,4/18/13 14:45,504.5333333
stn2-d2-xyl-2-t0,3/28/13 14:13,0
stn2-d2-xyl-2-t1,4/2/13 14:13,120
stn2-d2-xyl-2-t2,4/9/13 15:25,289.2
stn2-d2-xyl-2-t3,4/18/13 14:45,504.5333333
stn2-d2-xyl-3-t0,3/28/13 14:13,0
stn2-d2-xyl-3-t1,4/2/13 14:13,120
stn2-d2-xyl-3-t2,4/9/13 15:25,289.2
stn2-d2-xyl-3-t3,4/18/13 14:45,504.5333333
stn2-d2-xyl-x-t0,3/28/13 14:13,0
stn2-d2-xyl-x-t1,4/2/13 14:13,120
stn2-d2-xyl-x-t2,4/9/13 15:25,289.2
stn2-d2-xyl-x-t3,4/18/13 14:45,504.5333333
stn2-d3-fuc-1-t0,3/29/13 16:26,0
stn2-d3-fuc-1-t1,4/3/13 19:08,122.7
stn2-d3-fuc-1-t2,4/10/13 19:25,290.9833333
stn2-d3-fuc-1-t3,4/19/13 16:18,503.8666667
stn2-d3-fuc-2-t0,3/29/13 16:26,0
stn2-d3-fuc-2-t1,4/3/13 19:08,122.7
stn2-d3-fuc-2-t2,4/10/13 19:25,290.9833333
stn2-d3-fuc-2-t3,4/19/13 16:18,503.8666667
stn2-d3-fuc-3-t0,3/29/13 16:26,0
stn2-d3-fuc-3-t1,4/3/13 19:08,122.7
stn2-d3-fuc-3-t2,4/10/13 19:25,290.9833333
stn2-d3-fuc-3-t3,4/19/13 16:18,503.8666667
stn2-d3-fuc-x-t0,3/29/13 16:26,0
stn2-d3-fuc-x-t1,4/3/13 19:08,122.7
stn2-d3-fuc-x-t2,4/10/13 19:25,290.9833333
stn2-d3-fuc-x-t3,4/19/13 16:18,503.8666667
stn2-d3-ara-1-t0,3/29/13 16:26,0
stn2-d3-ara-1-t1,4/3/13 19:08,122.7
stn2-d3-ara-1-t2,4/10/13 19:25,290.9833333
stn2-d3-ara-1-t3,4/19/13 16:18,503.8666667
stn2-d3-ara-2-t0,3/29/13 16:26,0
stn2-d3-ara-2-t1,4/3/13 19:08,122.7
stn2-d3-ara-2-t2,4/10/13 19:25,290.9833333
stn2-d3-ara-2-t3,4/19/13 16:18,503.8666667
stn2-d3-ara-3-t0,3/29/13 16:26,0
stn2-d3-ara-3-t1,4/3/13 19:08,122.7
stn2-d3-ara-3-t2,4/10/13 19:25,290.9833333
stn2-d3-ara-3-t3,4/19/13 16:18,503.8666667
stn2-d3-ara-x-t0,3/29/13 16:26,0
stn2-d3-ara-x-t1,4/3/13 19:08,122.7
stn2-d3-ara-x-t2,4/10/13 19:25,290.9833333
stn2-d3-ara-x-t3,4/19/13 16:18,503.8666667
stn2-d3-chon-1-t0,3/29/13 16:26,0
stn2-d3-chon-1-t1,4/3/13 19:08,122.7
stn2-d3-chon-1-t2,4/10/13 19:25,290.9833333
stn2-d3-chon-1-t3,4/19/13 16:18,503.8666667
stn2-d3-chon-2-t0,3/29/13 16:26,0
stn2-d3-chon-2-t1,4/3/13 19:08,122.7
stn2-d3-chon-2-t2,4/10/13 19:25,290.9833333
stn2-d3-chon-2-t3,4/19/13 16:18,503.8666667
stn2-d3-chon-3-t0,3/29/13 16:26,0
stn2-d3-chon-3-t1,4/3/13 19:08,122.7
stn2-d3-chon-3-t2,4/10/13 19:25,290.9833333
stn2-d3-chon-3-t3,4/19/13 16:18,503.8666667
stn2-d3-chon-x-t0,3/29/13 16:26,0
stn2-d3-chon-x-t1,4/3/13 19:08,122.7
stn2-d3-chon-x-t2,4/10/13 19:25,290.9833333
stn2-d3-chon-x-t3,4/19/13 16:18,503.8666667
stn2-d3-lam-1-t0,3/29/13 16:26,0
stn2-d3-lam-1-t1,4/3/13 19:08,122.7
stn2-d3-lam-1-t2,4/10/13 19:25,290.9833333
stn2-d3-lam-1-t3,4/19/13 16:18,503.8666667
stn2-d3-lam-2-t0,3/29/13 16:26,0
stn2-d3-lam-2-t1,4/3/13 19:08,122.7
stn2-d3-lam-2-t2,4/10/13 19:25,290.9833333
stn2-d3-lam-2-t3,4/19/13 16:18,503.8666667
stn2-d3-lam-3-t0,3/29/13 16:26,0
stn2-d3-lam-3-t1,4/3/13 19:08,122.7
stn2-d3-lam-3-t2,4/10/13 19:25,290.9833333
stn2-d3-lam-3-t3,4/19/13 16:18,503.8666667
stn2-d3-lam-x-t0,3/29/13 16:26,0
stn2-d3-lam-x-t1,4/3/13 19:08,122.7
stn2-d3-lam-x-t2,4/10/13 19:25,290.9833333
stn2-d3-lam-x-t3,4/19/13 16:18,503.8666667
stn2-d3-pul-1-t0,3/29/13 16:26,0
stn2-d3-pul-1-t1,4/3/13 19:08,122.7
stn2-d3-pul-1-t2,4/10/13 19:25,290.9833333
stn2-d3-pul-1-t3,4/19/13 16:18,503.8666667
stn2-d3-pul-2-t0,3/29/13 16:26,0
stn2-d3-pul-2-t1,4/3/13 19:08,122.7
stn2-d3-pul-2-t2,4/10/13 19:25,290.9833333
stn2-d3-pul-2-t3,4/19/13 16:18,503.8666667
stn2-d3-pul-3-t0,3/29/13 16:26,0
stn2-d3-pul-3-t1,4/3/13 19:08,122.7
stn2-d3-pul-3-t2,4/10/13 19:25,290.9833333
stn2-d3-pul-3-t3,4/19/13 16:18,503.8666667
stn2-d3-pul-x-t0,3/29/13 16:26,0
stn2-d3-pul-x-t1,4/3/13 19:08,122.7
stn2-d3-pul-x-t2,4/10/13 19:25,290.9833333
stn2-d3-pul-x-t3,4/19/13 16:18,503.8666667
stn2-d3-xyl-1-t0,3/29/13 16:26,0
stn2-d3-xyl-1-t1,4/3/13 19:08,122.7
stn2-d3-xyl-1-t2,4/10/13 19:25,290.9833333
stn2-d3-xyl-1-t3,4/19/13 16:18,503.8666667
stn2-d3-xyl-2-t0,3/29/13 16:26,0
stn2-d3-xyl-2-t1,4/3/13 19:08,122.7
stn2-d3-xyl-2-t2,4/10/13 19:25,290.9833333
stn2-d3-xyl-2-t3,4/19/13 16:18,503.8666667
stn2-d3-xyl-3-t0,3/29/13 16:26,0
stn2-d3-xyl-3-t1,4/3/13 19:08,122.7
stn2-d3-xyl-3-t2,4/10/13 19:25,290.9833333
stn2-d3-xyl-3-t3,4/19/13 16:18,503.8666667
stn2-d3-xyl-x-t0,3/29/13 16:26,0
stn2-d3-xyl-x-t1,4/3/13 19:08,122.7
stn2-d3-xyl-x-t2,4/10/13 19:25,290.9833333
stn2-d3-xyl-x-t3,4/19/13 16:18,503.8666667
stn2-d4-fuc-1-t0,3/27/13 23:29,0
stn2-d4-fuc-1-t1,4/1/13 23:55,120.4333333
stn2-d4-fuc-1-t2,4/8/13 23:20,287.85
stn2-d4-fuc-1-t3,4/17/13 23:09,503.6666667
stn2-d4-fuc-2-t0,3/27/13 23:29,0
stn2-d4-fuc-2-t1,4/1/13 23:55,120.4333333
stn2-d4-fuc-2-t2,4/8/13 23:20,287.85
stn2-d4-fuc-2-t3,4/17/13 23:09,503.6666667
stn2-d4-fuc-3-t0,3/27/13 23:29,0
stn2-d4-fuc-3-t1,4/1/13 23:55,120.4333333
stn2-d4-fuc-3-t2,4/8/13 23:20,287.85
stn2-d4-fuc-3-t3,4/17/13 23:09,503.6666667
stn2-d4-fuc-x-t0,3/27/13 23:29,0
stn2-d4-fuc-x-t1,4/1/13 23:55,120.4333333
stn2-d4-fuc-x-t2,4/8/13 23:20,287.85
stn2-d4-fuc-x-t3,4/17/13 23:09,503.6666667
stn2-d4-ara-1-t0,3/27/13 23:29,0
stn2-d4-ara-1-t1,4/1/13 23:55,120.4333333
stn2-d4-ara-1-t2,4/8/13 23:20,287.85
stn2-d4-ara-1-t3,4/17/13 23:09,503.6666667
stn2-d4-ara-2-t0,3/27/13 23:29,0
stn2-d4-ara-2-t1,4/1/13 23:55,120.4333333
stn2-d4-ara-2-t2,4/8/13 23:20,287.85
stn2-d4-ara-2-t3,4/17/13 23:09,503.6666667
stn2-d4-ara-3-t0,3/27/13 23:29,0
stn2-d4-ara-3-t1,4/1/13 23:55,120.4333333
stn2-d4-ara-3-t2,4/8/13 23:20,287.85
stn2-d4-ara-3-t3,4/17/13 23:09,503.6666667
stn2-d4-ara-x-t0,3/27/13 23:29,0
stn2-d4-ara-x-t1,4/1/13 23:55,120.4333333
stn2-d4-ara-x-t2,4/8/13 23:20,287.85
stn2-d4-ara-x-t3,4/17/13 23:09,503.6666667
stn2-d4-chon-1-t0,3/27/13 23:29,0
stn2-d4-chon-1-t1,4/1/13 23:55,120.4333333
stn2-d4-chon-1-t2,4/8/13 23:20,287.85
stn2-d4-chon-1-t3,4/17/13 23:09,503.6666667
stn2-d4-chon-2-t0,3/27/13 23:29,0
stn2-d4-chon-2-t1,4/1/13 23:55,120.4333333
stn2-d4-chon-2-t2,4/8/13 23:20,287.85
stn2-d4-chon-2-t3,4/17/13 23:09,503.6666667
stn2-d4-chon-3-t0,3/27/13 23:29,0
stn2-d4-chon-3-t1,4/1/13 23:55,120.4333333
stn2-d4-chon-3-t2,4/8/13 23:20,287.85
stn2-d4-chon-3-t3,4/17/13 23:09,503.6666667
stn2-d4-chon-x-t0,3/27/13 23:29,0
stn2-d4-chon-x-t1,4/1/13 23:55,120.4333333
stn2-d4-chon-x-t2,4/8/13 23:20,287.85
stn2-d4-chon-x-t3,4/17/13 23:09,503.6666667
stn2-d4-lam-1-t0,3/27/13 23:29,0
stn2-d4-lam-1-t1,4/1/13 23:55,120.4333333
stn2-d4-lam-1-t2,4/8/13 23:20,287.85
stn2-d4-lam-1-t3,4/17/13 23:09,503.6666667
stn2-d4-lam-2-t0,3/27/13 23:29,0
stn2-d4-lam-2-t1,4/1/13 23:55,120.4333333
stn2-d4-lam-2-t2,4/8/13 23:20,287.85
stn2-d4-lam-2-t3,4/17/13 23:09,503.6666667
stn2-d4-lam-3-t0,3/27/13 23:29,0
stn2-d4-lam-3-t1,4/1/13 23:55,120.4333333
stn2-d4-lam-3-t2,4/8/13 23:20,287.85
stn2-d4-lam-3-t3,4/17/13 23:09,503.6666667
stn2-d4-lam-x-t0,3/27/13 23:29,0
stn2-d4-lam-x-t1,4/1/13 23:55,120.4333333
stn2-d4-lam-x-t2,4/8/13 23:20,287.85
stn2-d4-lam-x-t3,4/17/13 23:09,503.6666667
stn2-d4-pul-1-t0,3/27/13 23:29,0
stn2-d4-pul-1-t1,4/1/13 23:55,120.4333333
stn2-d4-pul-1-t2,4/8/13 23:20,287.85
stn2-d4-pul-1-t3,4/17/13 23:09,503.6666667
stn2-d4-pul-2-t0,3/27/13 23:29,0
stn2-d4-pul-2-t1,4/1/13 23:55,120.4333333
stn2-d4-pul-2-t2,4/8/13 23:20,287.85
stn2-d4-pul-2-t3,4/17/13 23:09,503.6666667
stn2-d4-pul-3-t0,3/27/13 23:29,0
stn2-d4-pul-3-t1,4/1/13 23:55,120.4333333
stn2-d4-pul-3-t2,4/8/13 23:20,287.85
stn2-d4-pul-3-t3,4/17/13 23:09,503.6666667
stn2-d4-pul-x-t0,3/27/13 23:29,0
stn2-d4-pul-x-t1,4/1/13 23:55,120.4333333
stn2-d4-pul-x-t2,4/8/13 23:20,287.85
stn2-d4-pul-x-t3,4/17/13 23:09,503.6666667
stn2-d4-xyl-1-t0,3/27/13 23:29,0
stn2-d4-xyl-1-t1,4/1/13 23:55,120.4333333
stn2-d4-xyl-1-t2,4/8/13 23:20,287.85
stn2-d4-xyl-1-t3,4/17/13 23:09,503.6666667
stn2-d4-xyl-2-t0,3/27/13 23:29,0
stn2-d4-xyl-2-t1,4/1/13 23:55,120.4333333
stn2-d4-xyl-2-t2,4/8/13 23:20,287.85
stn2-d4-xyl-2-t3,4/17/13 23:09,503.6666667
stn2-d4-xyl-3-t0,3/27/13 23:29,0
